Nº da Medida,Ementa,Situação
"562, de 20.3.2012
Publicada no DOU de 21.3.2012
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre o apoio técnico ou financeiro da União no âmbito do Plano de Ações Articuladas, altera a Lei no 11.947, de 16 de junho de 2009, para incluir os polos presenciais do sistema Universidade Aberta do Brasil na assistência financeira do Programa Dinheiro Direto na Escola, altera a Lei no 11.494, de 20 de junho de 2007, para contemplar com recursos do FUNDEB as instituições comunitárias que atuam na educação do campo, altera a Lei no 10.880, de 9 de junho de 2004, para dispor sobre a assistência financeira da União no âmbito do Programa de Apoio aos Sistemas de Ensino para Atendimento à Educação de Jovens e Adultos, e dá outras providências.","Convertida
Lei nº 12.695, de 2012"
"561, de 8.3.2012
Publicada no DOU de 8.3.2012 - Edição extra
Exposição de Motivos
Prorrogação de prazo","Altera as Leis no 12.409, de 25 de maio de 2011, no 11.578, de 26 de novembro de 2007, no 11.977, de 7 de julho de 2009, e no 10.188, de 12 de fevereiro de 2001.","Convertida
Lei nº 12.693, de 2012"
"560, de 7.3.2012
Publicada no DOU de 8.3.2012
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Defesa, no valor de R$ 40.000.000,00, para o fim que especifica.","Convertida
Lei nº 12.680, de 2012"
"559, de 2.3.2012
Publicada no DOU de 5.3.2012 - Edição extra
Exposição de Motivos
Prorrogação de prazo",Autoriza a Centrais Elétricas Brasileiras S.A. - ELETROBRAS a adquirir participação na Celg Distribuição S.A. - CELG D e dá outras providências.,"Convertida
Lei nº 12.688, de 2012"
"558, de 5.1.2012
Publicada no DOU de 6.1.2012
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre alterações nos limites dos Parques Nacionais da Amazônia, dos Campos Amazônicos e Mapinguari, das Florestas Nacionais de Itaituba I, Itaituba II e do Crepori e da Área de Proteção Ambiental do Tapajós, e dá outras providências.","Convertida
Lei nº 12.678, de 2012"
"557, de 26.12.2011
Publicada no DOU de 27.12.2011
Exposição de Motivos
Prorrogação de prazo","Institui o Sistema Nacional de Cadastro, Vigilância e Acompanhamento da Gestante e Puérpera para Prevenção da Mortalidade Materna, autoriza a União a conceder benefício financeiro, altera a Lei no 8.080, de 19 de setembro de 1990, e a Lei no 9.782, de 26 de janeiro de 1999.","Vigência encerrada
Ato Declaratório do Senado Federal"
"556, de 23.12.2011
Publicada no DOU de 26.12.2011
Exposição de Motivos
Prorrogação de prazo","Altera a Lei no 10.887, de 18 de junho de 2004, relativa à contribuição do Plano de Seguridade do Servidor Público, prorroga a vigência do Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária, de que trata a Lei no 11.033, de 21 de dezembro de 2004, e dá outras providências.","Vigência encerrada
Ato Declaratório do Senado Federal"
"555, de 23.12.2011
Publicada no DOU de 26.12.2011
Exposição de Motivos","Altera a Lei nº 12.337, de 12 de novembro de 2010, para autorizar a prorrogação de contratos por tempo determinado firmados com fundamento na alínea “h” do inciso VI do caput art. 2º da Lei nº 8.745, de 9 de dezembro de 1993, autoriza a prorrogação do prazo de vigência do contrato de gestão firmado entre a União e a Associação de Comunicação Educativa Roquette Pinto – ACERP, e dá outras providências.","Convertida
Lei nº 12.652, de 2012"
"554, de 23.12.2011
Publicada no DOU de 26.12.2011
Exposição de Motivos
Prorrogação de prazo","Altera a Lei no 11.110, de 25 de abril de 2005, para autorizar a União a conceder subvenção econômica, sob a forma de equalização de parte dos custos a que estão sujeitas as instituições financeiras para contratação e acompanhamento de operações de microcrédito produtivo orientado e autoriza a concessão de subvenção econômica, sob a modalidade de equalização de taxa de juros, nas operações de financiamento para a estocagem de álcool combustível, e altera a Lei no 10.453, de 13 de maio de 2002.","Convertida
Lei nº 12.666, de 2012"
"553, de 21.12.2011
Publicada no DOU de 22.12.2011
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor dos Ministérios da Ciência, Tecnologia e Inovação, da Defesa e da Integração Nacional, no valor global de R$ 533.581.700,00, para os fins que especifica.","Convertida
Lei nº 12.626, de 2012"
"552, de 1º.12.2011
Publicada no DOU de 1º.12.2011 - edição extra
Exposição de Motivos
Prorrogação de prazo","Altera o art. 4o da Lei no 10.931, de 2 de agosto de 2004, e os arts. 1o e 8o da Lei no 10.925, de 23 de julho de 2004.","Convertida
Lei nº 12.655, de 2012"
"551, de 22.11.2011
Publicada no DOU de 23.11.2011
Exposição de Motivos
Prorrogação de prazo","Altera dispositivos das Leis no 7.920, de 12 de dezembro de 1989, no 9.825, de 23 de agosto de 1999, no 8.399, de 7 de janeiro de 1992, no 6.009, de 26 de dezembro de 1973, no 5.862, de 12 de dezembro de 1972, no 12.462, de 5 de agosto de 2011; e dá outras providências.","Convertida
Lei nº 12.648, de 2012"
"550, de 17.11.2011
Publicada no DOU de 18.11.2011
Exposição de Motivos
Prorrogação de prazo","Altera a Lei no 10.735, de 11 de setembro de 2003, que dispõe sobre o direcionamento de depósitos à vista captados pelas instituições financeiras para operações de crédito destinadas à população de baixa renda e a microempreendedores, e dá outras providências.","Convertida
Lei nº 12.613, de 2012"
"549, de 17.11.2011
Publicada no DOU de 18.11.2011
Exposição de Motivos
Prorrogação de prazo","Reduz a zero as alíquotas da Contribuição para o PIS/PASEP, da Contribuição para o Financiamento da Seguridade Social - COFINS, da Contribuição para o PIS/PASEP - Importação e da COFINS - Importação incidentes sobre a importação e a receita de venda no mercado interno dos produtos que menciona.","Convertida
Lei nº 12.649, de 2012"
"548, de 28.10.2011
Publicada no DOU de 31.10.2011
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Educação, no valor de R$ 460.530.000,00, para o fim que especifica.","Convertida
Lei nº 12.606, de 2012"
"547, de 11.10.2011
Publicada no DOU de 13.10.2011
Exposição de Motivos
Prorrogação de prazo","Altera a Lei no 6.766, de 19 de dezembro de 1979; a Lei no 10.257, de 10 de julho de 2001, e a Lei no 12.340, de 1o de dezembro de 2010.","Convertida
Lei nº 12.608, de 2012"
"546, de 29.9.2011
Publicada no DOU de 30.9.2011
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre a prestação de auxílio financeiro pela União aos Estados, ao Distrito Federal e aos Municípios, no exercício de 2011, com o objetivo de fomentar as exportações do País, altera a Lei no 12.409, de 25 de maio de 2011, e dá outras providências.","Convertida
Lei nº 12.597, de 2012"
"545, de 29.9.2011
Publicada no DOU de 30.9.2011
Exposição de Motivos
Prorrogação de prazo","Altera a Lei no 10.893, de 13 de julho de 2004, que dispõe sobre o Adicional ao Frete para a Renovação da Marinha Mercante - AFRMM e o Fundo da Marinha Mercante - FMM; altera a Medida Provisória no 2.228-1, de 6 de setembro de 2001, e as Leis no 11.434, de 28 de dezembro de 2006, no 11.196, de 21 de novembro de 2005, no 10.865, de 30 de abril de 2004, e no 8.685, de 20 de julho de 1993; altera a incidência da Contribuição para o PIS/PASEP e da Contribuição para o Financiamento da Seguridade Social - COFINS na cadeia produtiva do café, institui o Programa Cinema Perto de Você, e dá outras providências.","Convertida
Lei nº 12.599, de 2012"
"544, de 29.9.2011
Publicada no DOU de 30.9.2011
Exposição de Motivos
Prorrogação de prazo","Estabelece normas especiais para as compras, as contratações de produtos, de sistemas de defesa, e de desenvolvimento de produtos e de sistemas de defesa, e dispõe sobre regras de incentivo à área estratégica de defesa e dá outras providências.","Convertida
Lei nº 12.598, de 2012"
"543, de 24.8.2011
Publicada no DOU de 25.8.2011
Exposição de Motivos
Prorrogação de prazo","Altera a Lei no 11.110, de 25 de abril de 2005, para autorizar a União a conceder a instituições financeiras subvenção econômica sob a forma de equalização de parte dos custos a que estão sujeitas, para contratação e acompanhamento de operações de microcrédito produtivo orientado.","Vigência encerrada
Ato Declaratório do Senado Federal"
"542, de 12.8.2011
Publicada no DOU de 15.8.2011
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre alterações nos limites do Parque Nacional Amazônia, do Parque Nacional dos Campos Amazônicos, do Parque Nacional da Mapinguari e dá outras providências.","Vigência encerrada
Ato Declaratório do Senado Federal"
"541, de 2.8.2011
Publicada no DOU de 3.8.2011
Exposição de Motivos
Prorrogação de prazo","Dispõe sobre o Fundo de Financiamento à Exportação, altera as Leis nos 12.096, de 24 de novembro de 2009, 11.529, de 22 de outubro de 2007, 10.683, de 28 de maio de 2003, 5.966, de 11 de dezembro de 1973, e 9.933, de 20 de dezembro de 1999, e dá outras providências.","Convertida
Lei nº 12.545, de 2011"
"540, de 2.8.2011
Publicada no DOU de 3.8.2011
Exposição de Motivos
Prorrogação de prazo","Institui o Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras - REINTEGRA; dispõe sobre a redução do Imposto sobre Produtos Industrializados - IPI à indústria automotiva; altera a incidência das contribuições previdenciárias devidas pelas empresas que menciona, e dá outras providências.","Convertida
Lei nº 12.546, de 2011"
"539, de 26.7.2011
Publicada no DOU de 27.7.2011
Exposição de Motivos
Prorrogação de prazo","Autoriza o Conselho Monetário Nacional, para fins da política monetária e cambial, a estabelecer condições específicas para negociação de contratos de derivativos, altera o art. 3o do Decreto-Lei no 1.783, de 18 de abril de 1980, e os arts. 1o e 2o da Lei no 8.894, de 21 de junho de 1994, e dá outras providências.","ConvertidaLei nº 12.543, de 2011"
"538, de 1º.7.2011
Publicada no DOU de 1º.7.2011 - Edição extra
Exposição de Motivos
Prorrogação de prazo","Autoriza a prorrogação de contratos por tempo determinado firmados com fundamento na alínea ""g"" do inciso VI do art. 2º da Lei nº 8.745, de 9 de dezembro de 1993, e dá outras providências.","ConvertidaLei nº 12.501, de 2011"
"537, de 24.6.2011
Publicada no DOU de 27.6.2011 - Edição extra
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor dos Ministérios da Defesa e da Integração Nacional, no valor global de R$ 500.000.000,00, para os fins que especifica.","ConvertidaLei nº 12.518, de 2011"
"536, de 24.6.2011
Publicada no DOU de 27.6.2011 - Edição extra
Exposição de Motivos
Prorrogação de prazo","Dá nova redação ao art. 4o da Lei no 6.932, de 7 de julho de 1981, que dispõe sobre as atividades do médico-residente.","ConvertidaLei nº 12.514, de 2011"
"535, de 2.6.2011
Publicada no DOU de 3.6.2011
Exposição de Motivos
Prorrogação de prazo","Institui o Programa de Apoio à Conservação Ambiental e o Programa de Fomento às Atividades Produtivas Rurais; altera a Lei no 10.836, de 9 de janeiro de 2004, e dá outras providências.","ConvertidaLei nº 12.512, de 2011"
"534, de 20.5.2011
Publicada no DOU de 23.5.2011
Exposição de Motivos
Prorrogação de prazo","Altera o art. 28 da Lei no 11.196, de 21 de novembro de 2005, para incluir no Programa de Inclusão Digital Tablet PC produzido no País conforme processo produtivo básico estabelecido pelo Poder Executivo.","ConvertidaLei nº 12.507, de 2011"
"533, de 10.5.2011
Publicada no DOU de 11.5.2011
Exposição de Motivos
Prorrogação de prazo","Autoriza a União a transferir recursos financeiros aos Municípios e ao Distrito Federal, com a finalidade de prestar apoio financeiro à manutenção de novos estabelecimentos públicos de educação infantil, e dá outras providências.","ConvertidaLei nº 12.499, de 2011"
"532, de 28.4.2011
Publicada no DOU de 29.4.2011
Exposição de Motivos
Prorrogação de prazo","Acresce e dá nova redação a dispositivos das Leis nos 9.478, de 6 de agosto de 1997, e 9.847, de 26 de outubro de 1999, que dispõem sobre a política e a fiscalização das atividades relativas ao abastecimento nacional de combustíveis; altera o § 1o do art. 9o da Lei no 8.723, de 28 de outubro de 1993, que dispõe sobre a redução de emissão de poluentes por veículos automotores; dá nova redação aos arts. 1o, 2o e 3o do Decreto-Lei no 509, de 20 de março de 1969, que dispõe sobre a transformação do Departamento dos Correios e Telégrafos em empresa pública; altera a Lei no 10.683, de 28 de maio de 2003, que dispõe sobre a Organização da Presidência da República e dos Ministérios, e dá outras providências.","ConvertidaLei nº 12.490, de 2011"
"531, de 25.4.2011
Publicada no DOU de 26.4.2011
Exposição de Motivos
Prorrogação de prazo","Abre crédito extraordinário, em favor do Ministério da Educação, no valor de R$ 74.000.000,00, para os fins que especifica.","ConvertidaLei nº 12.471, de 2011"
"530, de 25.4.2011
Publicada no DOU de 26.4.2011
Exposição de Motivos
Prorrogação de prazo","Institui, no âmbito do Ministério da Educação, o plano especial de recuperação da rede física escolar pública, com a finalidade de prestar assistência financeira para recuperação das redes físicas das escolas públicas estaduais, do Distrito Federal e municipais afetadas por desastres.","ConvertidaLei nº 12.487, de 2011"
